rowid;categoria;sku;marca;preco;img
909;confeitaria;1970;Petit Four Rosca de Coco 2kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/56290978/559515a97f.jpg
910;confeitaria;195;Petit Four Ouro Branco 2kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/56289469/c50360f83e.jpg
911;confeitaria;996;Peitit Four Brigadeiro 2kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/56280034/ec3b109002.jpg
912;confeitaria;117;Creme Chantilly Chanty Mix Amélia 1L;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/55863314/e0933d3ada.jpg
913;confeitaria;690;Gelatina Framboesa Qualimax 1kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/55260861/e31bef45c6.jpg
914;confeitaria;689;Gelatina Cereja Qualimax 1Kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/55260776/44efa39395.jpg
915;confeitaria;413;Colorau Extra 1kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/55248497/35ef236dd7.jpg
916;confeitaria;278;Alho Triturado Sem Sal Los Bambinos 3kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/55230445/0a8f9f1f42.jpg
917;confeitaria;1318;Tempero Completo Fondor Nestlé 1;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/55226573/1ee3590e7d.jpg
918;confeitaria;648;Recheio Beijinho Nestlé 2;4kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54955709/massa-beijinho-nestle-2-4-kg-2adxqkx6vd.JPG
919;confeitaria;548;Recheio Churros Nestlé 2;6kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54954084/recheio-churros-nestle-c17ka1ds0s.jpg
920;confeitaria;544;Recheio Charge Nestlé 2;6kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54951872/recheio-charge-nestle-2-54-kg-gt0t5m6syt.jpg
921;confeitaria;519;Cobertura e Recheio Leite Condensado Consistência Firme 2;61kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54925423/20e3baf00c.jpg
922;confeitaria;1439;Doce de Banana cremosa 5kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54781033/913b36b85f.jpg
923;confeitaria;1435;Doce de Abóbora Cremosa 5kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54780750/ad33881c6d.jpg
924;confeitaria;1437;Doce de Abóbora Com Coco 5kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54645097/b76950a47b.jpg
925;confeitaria;1407;Cobertura Confeiteiro Fracionado Chocolate Branco 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54609587/d0d67904ef.jpg
926;confeitaria;2149;Cobertura Confeiteiro Fracionado Chocolate Ao Leite 2;1kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54609513/53cca0edcd.jpg
927;confeitaria;2054;Chocolate Inovare Melken Ao Leite 2;1Kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54352675/b1aa9ad68b.jpg
928;confeitaria;1541;Chocolate em Pó 33% Cacau Melken 1;05kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54350326/29725a232d.jpg
929;confeitaria;486;Margarina Amélia 80% 15Kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54302644/654eb8a3c0.jpg
930;confeitaria;582;Margarina Amélia 50% 15kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54302116/0b4a5484a0.jpg
931;confeitaria;223;Margarina Amélia Folhados 1kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54301959/6e03fec1c6.jpg
932;confeitaria;1955;Emulsificante Adibolo Adimix 3;5kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54298689/7bc50262e6.jpg
933;confeitaria;2073;Recheio Pasta Alemã Adimix Coco 4kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54298121/41a7c65abf.jpg
934;confeitaria;1822;Recheio Granfil Leite Condensado Adimix 4kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54297856/3aa0098db0.jpg
935;confeitaria;1826;Recheio Granfil Limão Adimix 4kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54297780/1310149098.jpg
936;confeitaria;1828;Recheio Granfil Maracujá Adimix 4kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54297674/71ce0adf62.jpg
937;confeitaria;112;Recheio Granfil Morango Adimix 4kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54297433/761900cac6.jpg
938;confeitaria;108;Recheio Granfil Chocolate Branco Gold Adimix 4kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54297293/6ea1ff24d0.jpg
939;confeitaria;1827;Recheio Granfil Coco Adimix 4kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54292380/69a64f5908.jpg
940;confeitaria;1890;Recheio Granfil Chocolate Trufado Adimix 4kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54292314/c8265f2a05.jpg
941;confeitaria;1825;Recheio Granfil Baba de Moça Adimix 4kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54292085/8dc80e130f.jpg
942;confeitaria;709;Cobertura Recheio Leite Condensado Deleite 2;5 kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54290802/1af8b355b4.jpg
943;confeitaria;2142;Geléia de Brilho Frutas Vermelhas Adimix 4kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54290161/ec6677935a.jpg
944;confeitaria;1818;Geléia de Brilho Cristal Adimix 4kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54289783/842311e3d6.jpg
945;confeitaria;1878;Geléia Brilho Chocolate Adimix 4kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54289672/3a7de79b06.jpg
946;confeitaria;1166;Gordura Coamo fry 600 14;5kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54256405/867d9fbb2a.jpg
947;confeitaria;736;Bolo Coamo Milho Cremoso 5kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54255915/ec413a4ad0.jpg
948;confeitaria;515;Bolo Coamo Laranja 5kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54255827/8e22c7a117.jpg
949;confeitaria;516;Bolo Coamo Coco 5kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54254915/aaa6833ea7.jpg
950;confeitaria;735;Bolo Coamo Cenoura 5kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54254788/cd38995e40.jpg
951;confeitaria;513;Bolo Coamo Chocolate 5kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54254631/9555303c2b.jpg
952;confeitaria;514;Bolo Coamo Aipim 5kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54247587/8f2b0d3057.jpg
953;confeitaria;847;Bolo Vilma Cremoso Queijadinha 5kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54237563/7365984155.jpg
954;confeitaria;409;Mistura Vilma de Salgados Fritos 5kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54236718/e0d9823a65.jpg
955;confeitaria;477;Bolo Vilma Banana 5kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54235549/086991a4d8.jpg
956;confeitaria;247;Chocolat Pasta Chocolate com Avelã 4kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54139545/2130ed5c91.jpg
957;confeitaria;2087;Chocolat Caramelo Salgado 2;02kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/54128352/4bdbe9bb5d.jpg
958;confeitaria;2193;Variegato Morango Zero 2kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/53862526/04df577baf.jpg
959;confeitaria;1726;Variegato Morango 2kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/53862439/efd6f24e52.jpg
960;confeitaria;1979;Variegato Mirtilio 2kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/53862318/74fb439581.jpg
961;confeitaria;266;Variegato Maracujá Zero 2kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/53862082/787ff6e7ca.jpg
962;confeitaria;1764;Variegato Maracujá 2kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/53861987/dcee9ec735.jpg
963;confeitaria;1973;Variegato Damasco 2 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/53861629/c5e6a177d7.jpg
964;confeitaria;1840;Variegato Amora 2kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/53861463/e002428b7f.jpg
965;confeitaria;1841;Variegato Abacaxi ao Vinho 2kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/53860916/79847be941.jpg
966;confeitaria;1217;Mousse Maracujá 1kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/49765138/f3e7618818.jpg
967;confeitaria;696;Mistura Bolo Aipim Cremeso Adimix 10 kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/49765135/49d38fda65.jpg
968;confeitaria;2775;Chocolate Gotas Ao Leite Inovare Melken 2;05 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/319615171/choc--gotas--moeda--ao-leite-inovare-melken---2-05-kg-7cwi0prz6i.jpg
969;confeitaria;2811;Chocolates Gotas Meio Amargo Inovare Melken 2;05 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/319615169/inovare-intenso-ab3c2bvjye.jpg
970;confeitaria;588;Amendoim Torrado E Granulado Sem Sal 105Kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/299660184/amendoim-granulado-s-sal-1-05kg-santa-helena-oau2jkdpwa.JPG
971;confeitaria;2752;Recheio Chocolate ao Leite Confeiteiro Harald 2;3 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/295938059/rech--choc--ao-leite-conf--harald---bd-2-3-kg-dciwn8sugd.jpg
972;confeitaria;2767;Recheio Prestígio 1;01kg NESTLÉ;https://cdn.awsli.com.br/300x300/1284/1284671/produto/287868038/2767-0c87ufyfoq.jpg
973;confeitaria;2663;Cocada Branca Cremosa Pastoriza 4;6 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/282534822/cocada-branca-04kg-768x852-e7d0pgpjnd.jpg
974;confeitaria;2661;Massa Cajuzinho Pastoriza 2 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/282534817/cajuzinho-2kg-768x852-7h0nenqpho.jpg
975;confeitaria;2735;Ganache Chocolate Meio Amargo Specialita 3kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/277690411/specialit--ganache-chocolate-meio-amargo-3kg-87c4avwd0i.jpg
976;confeitaria;2734;Ganache Chocolate ao Leite Specialita 3kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/277690407/specialit--ganache-chocolate-ao-leite-3kg-48xs3q0p9t.jpg
977;confeitaria;2733;Ganache Branco Specialita 3kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/277690406/specialit--ganache-chocolate-branco-3kg-txwt9dcj34.jpg
978;confeitaria;2583;Leite em Pó Integral Conaprole 25KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/275855023/leite-po-integral-conaprole-25kg-ht0esx0odf.jpg
979;confeitaria;2713;Pré mistura Bolo Leite Condensado LuizaBela - 5 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/270459417/luiza_bela_bolos_leitecondensado-a01pin1brt.jpg
980;confeitaria;2691;Pré mistura Bolo Laranja LuizaBela - 5 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/270459414/luiza_bela_bolos_laranja-d1x29predd.jpg
981;confeitaria;2690;Pré mistura Bolo Coco LuizaBela - 5 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/270456396/luiza_bela_bolos_coco-cgngi4xybs.jpg
982;confeitaria;2688;Pré mistura Bolo Churros LuizaBela - 5 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/270456392/luiza_bela_bolos_churros-5fk4g48aho.jpg
983;confeitaria;2686;Pré mistura Bolo Chocolate LuizaBela - 5 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/270456388/luiza_bela_bolos_chocolate-omdmbcsjwu.jpg
984;confeitaria;2689;Pré Mistura Bolo Aipim Cremoso LuizBela - 5kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/270453080/luiza_bela_bolos_aipim-x1b772vknm.jpg
985;confeitaria;2687;Pré mistura Bolo Cenoura LuizaBela - 5 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/270453069/luiza_bela_bolos_cenoura-4vcsjj2r3c.jpg
986;confeitaria;2715;Pré mistura Bolo Abacaxi LuizaBela - 5 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/270450463/luiza-bela-abacaxi-yfmzbnxjjn.jpg
987;confeitaria;2634;Creme Chantilly Chocolate Cesibon 1 L;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/270356185/medium-21032_br_packaging-sbrzpumnn1.jpg
988;confeitaria;2633;Creme Chantilly Original Cesibon 1L;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/270356177/mk_cesibon_chantilly_original_lupa_1l-jcld772twn.jpg
989;confeitaria;2632;Creme Culinário Cesibon 1 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/270356174/mk_cesibon_creme_culina_rio_1kg_lupa-0ygyump3r8.jpg
990;confeitaria;2682;Leite Condensado Semi Desnatado Itambé 5kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/266940725/leite-cond--itambe--semi-desnat-----bag-5-kg-3njz9vqr2w.jpg
991;confeitaria;2042;Amido de Milho BV Foods 25 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/261702667/amido-de-milho-jmlbclmbtf.jpg
992;confeitaria;2565;Creme Chantilly PP Easy Chocolate Richs 1L;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/261681335/pp-easy-chocolate-v1kxc1vnmt.jpg
993;confeitaria;2145;Uva passa Argentina 5 kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/240438377/uva-5-kg-g8vsfungzw.jpg
994;confeitaria;1695;Uva passa Argentina 1 kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/240161104/uva-passa-3uhstir4ic.jpg
995;confeitaria;1717;Cobertura Gotas Genuine Meio Amargo Cargill 2;05KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/238371167/choc--gotas--moeda--m--amargo-genuine-top--cargill--2-05kg-9ohcvy8zla.JPG
996;confeitaria;2516;Cobertura Mais Sicao Branco Gotas 2;05KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530939/choc--gotas--moeda--branco-sicao-top---2-05-kg-u25kzlf55v.JPG
997;confeitaria;2515;Cobertura Mais Sicao Blend Gotas 2;05KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530938/choc--gotas--moeda--blend-sicao-top---2-05-kg-qm3gc2ylai.JPG
998;confeitaria;2514;Cobertura Mais Sicao Ao Leite Gotas 2;05KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530935/choc--gotas--moeda--ao-leite-sicao-top---2-05-kg-55tdb1mdw6.JPG
999;confeitaria;2513;Cobertura Mais Sicao Meio Amargo Gotas 2;05KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530934/choc--gotas--moeda--meio-amargo-sicao-top---2-05-kg-902lg4ghwf.JPG
1000;confeitaria;2512;Chocolate Nobre Sicao Blend Gotas 2;05 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530933/choc--gotas--moeda--blend-sicao-nobre---2-05-kg-r6e04gjezm.JPG
1001;confeitaria;2511;Chocolate Nobre Sicao Ao Leite Gotas 2;05 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530932/choc--gotas--moeda--ao-leite-sicao-nobre---2-05-kg-4rjznd8rh9.JPG
1002;confeitaria;2506;Chocolate Genuine Gotas Branco Cargill 2;05KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530931/choc--gotas--moeda--branco-genuine-nobre--cargill--2-05kg-hu6bwyoh91.JPG
1003;confeitaria;2505;Chocolate Genuine Gotas Meio Amargo Cargill 2;05KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530930/choc--gotas--moeda--m--amargo-genuine-nobre--cargill--2-05kg-lfcs77efdp.JPG
1004;confeitaria;2504;Chocolate Genuine Gotas Ao Leite Cargill 2;05KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530929/choc--gotas--moeda--ao-leite-genuine-nobre--cargill--2-05kg-6h3dmdt51u.JPG
1005;confeitaria;1712;Cobertura Gotas Genuine Branco Cargill 2;05KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/237530927/choc--gotas--moeda--branco-genuine-top--cargill--2-05kg-7l25uxomry.JPG
1006;confeitaria;2123;Recheio Ovomaltine 2;1 Kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/232669640/recheio-ovomaltine-2-1-kg-l2oxhah088.jpg
1007;confeitaria;2440;Mistura Pão de Ovos Arcopan 5 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/230230032/mist--pao-de-ovos-arcopan---pct-5-kg-a8pgz1y7gl.jpg
1008;confeitaria;2439;Mistura Brioche Francês Arcopan 5 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/230230029/brioche_frances-yktyixp94j.jpg
1009;confeitaria;2438;Mistura Para Salgados Fritos Arcopan;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/230230025/mistura_p_salgados-0sn0owf7pp.jpg
1010;confeitaria;2414;Mistura Pão de Laranja Arcopan 5 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/230230020/d_nq_np_951258-mlb31121935828_062019-o-im8i8pyjm3.jpg
1011;confeitaria;2462;Doce de Leite Com Castanha do Pará Portão do Cambuí Caixa com 40 unid - 1kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/228936371/doce-de-leite-c-castanha-do-para_22-31-0-97rtp8u6eu.jpg
1012;confeitaria;2461;Doce de Leite Com Coco Portão do Cambuí Caixa com 40 unid - 960g;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/228936367/doce-de-leite-c-coco_23-31-0-7gbt4lao9e.jpg
1013;confeitaria;2460;Doce de Leite Portão do Cambuí Caixa com 40 unid - 1kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/228936365/doce-de-leite-tradicional_24-31-0-h0fdcyl0rh.jpg
1014;confeitaria;2288;Gordura de Palma Palm Ice 35 20 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/228933821/gord--de-palma---palm-ice-35---cx-20-kg-t8ppqn7hsy.jpg
1015;confeitaria;2428;Refresco em Pó Tang Morango Caixa com 18UNX18G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226955960/tang-morango---ds-c-18unx18g-ny6696klue.jpg
1016;confeitaria;2427;Refresco em Pó Tang Maracujá Caixa com 18UNX18G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226955959/tang-maracuja---ds-c-18unx18gg-op7kr1yhp8.jpg
1017;confeitaria;2397;Refresco em Pó Tang Abacaxi Caixa Com 10UNX18G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226955957/tang-abacaxi---ds-c-10unx18g-dwfluv8fzx.JPG
1018;confeitaria;2396;Refresco em Pó Tang Laranja Caixa com 10UNX18G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226955955/tang-laranja---ds-c-10unx18g-t4ui9wn19r.JPG
1019;confeitaria;2395;Refresco em Pó Tang Uva Caixa com 10UNX18G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226955954/tang-uva---ds-c-10unx18g-braxxegl8q.JPG
1020;confeitaria;2449;Chocolate Prestígio Display Caixa com 30 und x 33G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226902413/prestigio-pz6phzzfhi.JPG
1021;confeitaria;2448;Chocolate Chokito Caixa com 30 x 32gr - Nestlé;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226902412/chokito-guc223zds0.JPG
1022;confeitaria;2446;Chocolate Suflair ao Leite Caixa com 20 und x 50g;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226902409/suflair-wvb494lz1a.jpg
1023;confeitaria;2316;Doce de Figo em Calda Pastoriza 4;4kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226143211/figo-novo-oa6cbjnx47.jpg
1024;confeitaria;2381;Chocolate Bis Xtra ao Leite Caixa 24X45G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/220093570/caixa-bis-xtra-ex2bi6bc2f.jpg
1025;confeitaria;2380;Chocolate Bis Xtra Black Caixa 24X45G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/220093569/caixa-bis-black-zk87229lzq.jpg
1026;confeitaria;2382;Chocolate Bis Xtra Oreo Caixa 24X45G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/220093566/caixa-bis-xtra-o-pg2a9iyow7.jpg
1027;confeitaria;2403;Biscoito Mini Oreo 10x35g;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/219992809/oreo-caixa-p7ymbu5ou9.jpg
1028;confeitaria;518;Pão de Ló Coamo 5KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/210436811/pao-de-lo-lwkexe.jpg
1029;confeitaria;646;Gás para Chantilly N2o 8.4g CX 10 UN Isi;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/207695433/gas-site-01-uoyiuq.jpg
1030;confeitaria;2252;Chocolate em Pó Decora 32% 1;005 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/200472890/tmpchocempdecora32-845d434c3f.jpg
1031;confeitaria;2111;Chocolate em Pó Decora 50% 1;005KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/200472872/tmpchocempdecora50-c8945bf374.jpg
1032;confeitaria;1161;Bolo Coamo Leite Condensado 5 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/189614939/13f56834c5.jpg
1033;confeitaria;1540;Creme de Leite Nestilly 35% Gordura 1 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/189480559/f37b713705.jpg
1034;confeitaria;1052;Coco Ralado Copra Fino 10 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/187881894/5bd8581173.jpg
1035;confeitaria;2239;Cereja Marr. Cherry Vally Com Cabo 1;65 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/183217148/6df187a35d.jpg
1036;confeitaria;2238;Cereja Marr. Cherry Valley 1;8 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/183217139/f0b30f559d.jpg
1037;confeitaria;1951;Leite Condensado Semidesnatado Caixa com 27 x 395g;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/167810622/2b9b7d6411.jpg
1038;confeitaria;1937;Recheio Morango Lisse 4 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/165182279/e6e1d00eb3.jpg
1039;confeitaria;1935;Recheio de Leite Condensado Lisse 4 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/165182276/fb5a19e253.jpg
1040;confeitaria;1931;Recheio Chocolate Trufado Lisse 4 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/165182271/0c885bd5df.jpg
1041;confeitaria;1930;Recheio Brigadeiro Lisse 4 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/165182266/98c201438e.jpg
1042;confeitaria;1928;Recheio Baunilha Lisse 4 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/165182262/39189cb5b6.jpg
